steam_games_1,wikidata_744,TRUE
steam_games_4,wikidata_35349,TRUE
steam_games_16,wikidata_25883,TRUE
steam_games_19,wikidata_6262,TRUE
steam_games_28,wikidata_17338,TRUE
steam_games_22483,wikidata_26270,FALSE
steam_games_8668,wikidata_26240,FALSE
steam_games_6832,wikidata_9855,FALSE
steam_games_4783,wikidata_32205,FALSE
steam_games_31,wikidata_744,FALSE
steam_games_112,wikidata_34153,FALSE
steam_games_133,wikidata_21,FALSE
steam_games_189,wikidata_33602,FALSE
steam_games_202,wikidata_10,FALSE
steam_games_414,wikidata_13331,FALSE
steam_games_37,wikidata_6019,TRUE
steam_games_40,wikidata_17349,TRUE
steam_games_43,wikidata_17334,TRUE
steam_games_49,wikidata_17329,TRUE
steam_games_52,wikidata_5503,TRUE
steam_games_55,wikidata_17343,TRUE
steam_games_87,wikidata_22941,TRUE
steam_games_101,wikidata_7438,TRUE
steam_games_103,wikidata_10075,TRUE
steam_games_110,wikidata_26986,TRUE
steam_games_112,wikidata_28410,TRUE
steam_games_162,wikidata_19608,TRUE
steam_games_186,wikidata_27994,TRUE
steam_games_191,wikidata_26854,TRUE
steam_games_192,wikidata_26855,TRUE
steam_games_193,wikidata_1684,TRUE
steam_games_199,wikidata_35770,FALSE
steam_games_214,wikidata_452,TRUE
steam_games_215,wikidata_22254,TRUE
steam_games_216,wikidata_22257,TRUE
steam_games_232,wikidata_3397,TRUE
steam_games_254,wikidata_35044,TRUE
steam_games_271,wikidata_2521,TRUE
steam_games_272,wikidata_9741,TRUE
steam_games_191,wikidata_26855,FALSE
steam_games_215,wikidata_22257,FALSE
steam_games_271,wikidata_17856,FALSE
steam_games_410,wikidata_20064,FALSE
steam_games_541,wikidata_16182,FALSE
steam_games_617,wikidata_20853,FALSE
steam_games_817,wikidata_33734,FALSE
steam_games_4802,wikidata_34751,FALSE
steam_games_27499,wikidata_26291,FALSE
steam_games_753,wikidata_9303,TRUE
steam_games_861,wikidata_20748,TRUE
steam_games_1079,wikidata_20909,TRUE
steam_games_1162,wikidata_29567,TRUE
steam_games_1366,wikidata_17089,TRUE
steam_games_1378,wikidata_21246,TRUE
steam_games_1666,wikidata_14655,TRUE
steam_games_1702,wikidata_26202,TRUE
steam_games_1916,wikidata_12545,TRUE
steam_games_8,wikidata_6020,FALSE
steam_games_17,wikidata_26176,FALSE
steam_games_53,wikidata_30115,FALSE
steam_games_62,wikidata_15390,FALSE
steam_games_1,wikidata_745,FALSE
steam_games_19,wikidata_6261,FALSE
steam_games_37,wikidata_6020,FALSE
steam_games_40,wikidata_17350,FALSE
steam_games_84,wikidata_1159,FALSE
steam_games_80,wikidata_5273,FALSE
steam_games_5,wikidata_35348,FALSE
steam_games_12906,wikidata_28218,TRUE
steam_games_13116,wikidata_3411,TRUE
steam_games_13123,wikidata_15281,TRUE
steam_games_13425,wikidata_30059,TRUE
steam_games_13443,wikidata_34753,TRUE
steam_games_13950,wikidata_18456,TRUE
steam_games_14272,wikidata_24394,TRUE
steam_games_14728,wikidata_34738,TRUE
steam_games_15025,wikidata_27553,TRUE
steam_games_15090,wikidata_27547,TRUE
steam_games_15823,wikidata_15363,TRUE
steam_games_16046,wikidata_19934,TRUE
steam_games_16138,wikidata_19983,TRUE
steam_games_3,wikidata_743,TRUE
steam_games_6,wikidata_35348,TRUE
steam_games_18,wikidata_25882,TRUE
steam_games_79,wikidata_12561,TRUE
steam_games_82,wikidata_5274,TRUE
steam_games_86,wikidata_1157,TRUE
steam_games_89,wikidata_22940,TRUE
steam_games_145,wikidata_11830,TRUE
steam_games_195,wikidata_1683,TRUE
steam_games_326,wikidata_16297,TRUE
steam_games_671,wikidata_3684,TRUE
steam_games_1183,wikidata_29041,TRUE
steam_games_1400,wikidata_32187,TRUE
steam_games_1526,wikidata_22296,TRUE
steam_games_1575,wikidata_32063,TRUE
steam_games_1585,wikidata_927,TRUE
steam_games_28229,wikidata_24603,TRUE
steam_games_29067,wikidata_18448,TRUE
steam_games_31473,wikidata_35972,TRUE
steam_games_31910,wikidata_32209,TRUE
steam_games_35550,wikidata_24556,TRUE
steam_games_39966,wikidata_34718,TRUE
steam_games_26011,wikidata_23601,FALSE
steam_games_26012,wikidata_23631,FALSE
steam_games_26013,wikidata_23661,FALSE
steam_games_26014,wikidata_23691,FALSE
steam_games_26015,wikidata_23721,FALSE
steam_games_26016,wikidata_23751,FALSE
steam_games_26017,wikidata_23781,FALSE
steam_games_26018,wikidata_23811,FALSE
steam_games_26019,wikidata_23841,FALSE
steam_games_26020,wikidata_23871,FALSE
steam_games_26021,wikidata_23901,FALSE
steam_games_1,wikidata_3,FALSE
steam_games_4,wikidata_9,FALSE
steam_games_7,wikidata_65,FALSE
steam_games_10,wikidata_122,FALSE
steam_games_13,wikidata_123,FALSE
steam_games_16,wikidata_175,FALSE
steam_games_19,wikidata_176,FALSE
steam_games_22,wikidata_192,FALSE
steam_games_25,wikidata_197,FALSE
steam_games_28,wikidata_199,FALSE
steam_games_31,wikidata_205,FALSE
steam_games_34,wikidata_211,FALSE
steam_games_37,wikidata_231,FALSE
steam_games_40,wikidata_236,FALSE
steam_games_43,wikidata_243,FALSE
steam_games_46,wikidata_261,FALSE
steam_games_49,wikidata_285,FALSE
steam_games_52,wikidata_288,FALSE
steam_games_55,wikidata_309,FALSE
steam_games_58,wikidata_313,FALSE
steam_games_61,wikidata_315,FALSE
steam_games_63,wikidata_319,FALSE
steam_games_66,wikidata_322,FALSE
steam_games_69,wikidata_330,FALSE
steam_games_72,wikidata_338,FALSE
steam_games_73,wikidata_371,FALSE
steam_games_76,wikidata_375,FALSE
steam_games_77,wikidata_383,FALSE
steam_games_80,wikidata_391,FALSE
steam_games_83,wikidata_393,FALSE
steam_games_101,wikidata_19,FALSE
steam_games_102,wikidata_86,FALSE
steam_games_103,wikidata_368,FALSE
steam_games_106,wikidata_581,FALSE
steam_games_109,wikidata_612,FALSE
steam_games_110,wikidata_616,FALSE
steam_games_111,wikidata_621,FALSE
steam_games_112,wikidata_626,FALSE
steam_games_113,wikidata_631,FALSE
steam_games_114,wikidata_642,FALSE
steam_games_115,wikidata_649,FALSE
steam_games_28180,wikidata_33769,FALSE
steam_games_38897,wikidata_20441,FALSE
steam_games_9,wikidata_6018,FALSE
steam_games_18,wikidata_26173,FALSE
steam_games_54,wikidata_30117,FALSE
steam_games_41,wikidata_17348,FALSE
steam_games_53,wikidata_5502,FALSE
steam_games_64,wikidata_15392,FALSE
steam_games_6955,wikidata_24508,FALSE
steam_games_306,wikidata_14739,TRUE
steam_games_1933,wikidata_19651,TRUE
steam_games_2036,wikidata_26128,TRUE
steam_games_2253,wikidata_25978,TRUE
steam_games_2351,wikidata_27575,TRUE
